Region,Product,Date,Sales
North,Board4,15/02/2012,43705.81649
North,Game3,11/04/2013,64760.99293
South,Board2,18/09/2013,73163.82432
South,Board1,05/09/2012,54321.3251
North,Board2,22/04/2015,102184.1851
North,Board5,18/02/2015,98966.00115
North,Game5,27/05/2012,48700.40119
North,Dyno3,04/09/2013,72329.83173
North,Game5,11/04/2010,10264.11856
North,Game6,17/01/2015,97537.36278
North,Game5,14/09/2013,72938.95463
South,Dyno2,27/09/2010,19125.64586
South,Game10,15/02/2013,62311.06098
North,Dyno5,11/09/2012,54128.81326
North,Board4,13/11/2015,112443.3807
North,Game8,02/05/2012,47934.71075
South,Game9,12/07/2011,33266.98111
South,Board5,03/10/2011,37057.63177
East,Game7,06/01/2010,4851.923241
South,Board4,11/10/2014,92658.98444
South,Game4,14/05/2016,121644.3167
South,Game9,29/08/2013,72335.53904
North,Game3,21/08/2014,89878.8611
North,Game10,22/05/2013,67181.19204
West,Game4,25/09/2012,54693.71776
South,Game4,20/03/2015,100225.3978
East,Board2,11/04/2015,100939.2928
North,Game2,13/01/2015,96993.93923
South,Board4,13/04/2014,83520.8769
North,Board5,04/02/2010,6850.312144
North,Board1,24/01/2014,79218.26222
South,Board3,14/04/2011,29105.80007
South,Game6,17/09/2015,109327.8973
North,Dyno4,31/05/2016,122348.2195
South,Dyno5,07/06/2013,67850.723
South,Board1,01/11/2010,20651.18118
North,Game5,18/03/2013,63798.58203
West,Game3,24/03/2010,8856.584135
North,Dyno1,04/07/2013,69056.85906
West,Game1,21/04/2013,65557.69409
West,Board2,28/07/2015,106596.9758
North,Game4,17/10/2012,56501.58791
North,Game9,11/06/2013,67956.41808
South,Game7,23/12/2010,22822.64126
West,Dyno1,20/12/2015,114197.5532
North,Board1,09/06/2010,13328.02081
West,Game8,03/03/2011,26495.99321
South,Dyno4,24/12/2015,114476.3838
South,Game10,13/04/2015,101688.3209
West,Dyno2,17/04/2011,28855.00844
West,Game5,30/04/2012,47692.24151
West,Board2,08/05/2014,84315.89136
North,Board1,26/02/2010,7683.819288
South,Dyno3,02/09/2011,35613.1839
North,Dyno4,22/06/2010,13463.13795
South,Game6,23/12/2010,23409.72673
North,Board4,11/05/2013,66364.21742
North,Board4,08/04/2012,46605.04428
West,Dyno5,17/06/2013,68135.71336
East,Game3,02/05/2014,83871.98427
South,Dyno5,02/03/2015,99915.72135
North,Game6,04/09/2013,72119.84053
North,Dyno1,14/07/2012,51592.70783
North,Game7,19/07/2011,33442.25533
North,Game7,04/01/2011,23474.65443
North,Board5,13/01/2016,115161.718
North,Board2,05/04/2015,101163.3857
West,Game5,16/12/2013,76735.33185
North,Board4,23/05/2014,85087.35729
North,Game3,02/06/2011,31012.75421
South,Game9,23/02/2014,80859.52795
East,Game10,12/02/2011,24829.45561
South,Game1,28/05/2014,85753.27097
North,Game4,07/02/2015,98038.08702
North,Dyno5,20/09/2010,18328.68287
North,Dyno5,21/03/2014,82110.84701
North,Game8,14/11/2014,94109.63913
North,Board5,31/05/2015,103911.1991
North,Board5,18/05/2016,121517.6536
North,Dyno2,11/02/2014,80168.91941
West,Game5,06/01/2011,23594.37692
West,Board4,03/10/2012,55464.55315
North,Board1,27/12/2014,96177.79236
South,Game6,03/11/2012,57218.47043
North,Game10,30/10/2011,38352.2155
East,Board4,13/09/2012,54307.07595
West,Game1,16/03/2013,63712.29018
South,Game4,06/11/2011,39238.47609
North,Board1,24/01/2014,79297.67748
South,Game10,29/07/2011,33992.65267
East,Board5,26/03/2012,45084.96425
East,Dyno5,23/10/2013,73859.78345
South,Dyno5,21/03/2013,63901.58702
North,Game5,19/08/2013,71382.49458
North,Game9,10/10/2011,37233.00843
South,Game2,12/04/2013,64997.89566
West,Dyno1,03/11/2015,111347.9076
North,Game4,05/07/2011,32750.79567
North,Board5,22/12/2015,114087.2451
South,Game4,25/03/2014,82611.68386
South,Board4,05/07/2011,33045.31476
South,Board4,03/12/2012,58483.76033
South,Game5,23/06/2011,32409.98385
East,Board4,21/09/2013,72458.57847
West,Dyno4,23/03/2016,118913.6712
South,Game9,29/12/2012,59860.91291
South,Game10,17/04/2010,10629.5962
South,Game6,30/09/2010,18987.85563
South,Game9,15/04/2014,83493.42252
North,Game4,09/11/2011,38866.10642
North,Game7,03/05/2010,11098.10268
North,Dyno1,19/08/2011,34808.9497
North,Dyno4,22/09/2014,91683.5494
South,Game2,30/07/2011,34016.06444
West,Board3,31/07/2013,70384.72741
North,Dyno2,03/01/2010,5044.261387
South,Game5,23/04/2013,65843.16647
North,Board4,04/10/2015,110099.7755
South,Board4,03/12/2013,76925.30581
East,Board3,20/03/2010,8192.500351
North,Game7,20/10/2014,92606.02397
East,Game1,25/02/2015,98797.2641
East,Dyno1,21/12/2015,113085.0565
North,Board5,24/04/2011,29427.38145
North,Board4,19/06/2012,50247.80985
North,Dyno5,15/10/2011,37815.135
North,Board2,30/05/2014,85549.353
North,Dyno3,27/12/2011,41064.85701
North,Dyno2,13/06/2013,67810.04278
North,Board3,16/11/2011,39344.90241
South,Game5,08/08/2012,52836.56344
South,Game4,27/08/2011,35515.42359
South,Game6,25/01/2011,24663.91426
South,Dyno2,14/05/2014,84769.75098
North,Dyno4,03/02/2010,6862.403514
North,Game3,15/03/2011,27119.70953
North,Dyno3,05/05/2016,120974.7506
North,Game10,05/07/2013,69187.93985
West,Game5,16/07/2014,87542.53488
South,Board5,03/10/2015,110576.7464
North,Board2,20/11/2013,76168.91841
South,Game3,05/04/2016,119557.5252
North,Dyno5,16/05/2013,66526.24448
West,Dyno4,03/10/2013,73756.18426
South,Dyno4,10/06/2011,31519.29829
South,Board5,05/10/2014,92255.98808
North,Game3,16/03/2010,9330.410203
North,Game10,31/08/2010,17565.53929
North,Game8,25/08/2014,90195.88025
West,Dyno2,29/12/2012,59769.9867
North,Game9,19/04/2016,120244.726
North,Board1,08/04/2014,82969.67511
West,Dyno1,17/11/2010,20839.98696
North,Board5,23/06/2013,68413.91668
North,Dyno5,19/08/2014,89746.93572
North,Dyno1,18/02/2014,80319.58491
West,Game5,30/01/2014,79715.78135
South,Game8,20/06/2011,31818.22521
South,Game5,16/12/2014,95714.469
East,Dyno4,06/05/2013,65539.68528
South,Dyno2,25/02/2012,44676.66477
North,Game10,05/01/2016,115058.8118
West,Game6,13/11/2014,93647.33234
South,Game2,20/10/2010,20026.89007
South,Game6,24/12/2011,41297.46621
East,Board4,23/08/2013,70711.00193
North,Dyno1,22/02/2016,117312.5858
South,Dyno5,20/08/2015,108149.1712
North,Game10,12/02/2013,61589.34023
West,Game4,01/09/2013,71980.82869
North,Game3,27/03/2013,64171.58596
East,Board2,25/03/2015,100203.225
North,Game2,06/04/2013,64720.7163
North,Game7,26/01/2014,79414.32555
West,Game5,24/12/2014,95914.53989
North,Board5,13/12/2012,58992.84698
South,Board2,02/03/2013,62713.18709
North,Game9,26/02/2011,26511.87189
North,Dyno4,14/04/2013,65165.71143
South,Game6,24/04/2012,47485.96566
North,Dyno2,22/04/2010,10567.75928
West,Board4,11/07/2012,51248.72751
North,Game10,03/06/2012,49476.15676
South,Game9,06/07/2011,32816.70111
North,Game3,05/08/2011,33960.9984
North,Dyno2,19/08/2010,16912.90134
North,Dyno3,04/11/2014,93842.50446
North,Game5,29/03/2016,118901.6848
South,Dyno5,25/11/2010,21602.58914
West,Board4,30/01/2011,24881.85577
West,Game10,08/10/2013,73888.81374
North,Game2,23/04/2016,120389.2496
North,Game8,17/08/2010,16302.22465
North,Dyno5,04/11/2011,38567.47716
North,Dyno1,22/10/2014,93198.61285
North,Board1,23/04/2010,10694.31564
South,Game4,06/01/2014,78908.81862
North,Dyno3,24/04/2014,83822.5266
North,Dyno5,17/06/2013,68306.16233
North,Board4,31/10/2013,74913.37478
West,Game6,03/08/2015,106914.9948
East,Game7,11/11/2013,74878.15665
North,Game10,24/07/2015,106516.6163
North,Dyno3,03/11/2010,20290.2087
North,Game4,22/10/2011,38287.02658
North,Board1,24/09/2012,55038.81167
East,Board2,05/07/2012,50470.26362
North,Board4,08/09/2010,17396.31496
North,Game3,28/04/2012,47727.52393
North,Board3,07/12/2011,40073.54042
North,Dyno1,20/11/2010,21322.79906
South,Board2,27/08/2015,108941.9783
North,Board3,12/09/2012,54483.87063
North,Dyno1,23/12/2014,95950.54874
North,Game3,18/10/2014,92596.23144
South,Game2,05/02/2014,80122.84289
North,Game3,13/04/2012,46530.18347
East,Board3,31/01/2013,60753.72001
North,Game10,21/08/2010,16935.02557
North,Game9,28/05/2014,85278.59159
North,Board4,27/04/2012,47588.30766
East,Game9,14/03/2015,99628.38893
East,Board2,29/01/2016,115349.5062
South,Game8,31/07/2015,106937.4556
North,Dyno4,16/11/2014,94027.71784
North,Game4,12/04/2011,28417.44355
South,Board3,01/09/2012,53943.80486
North,Dyno3,28/03/2010,9633.056122
North,Game1,20/12/2011,41212.12143
East,Dyno3,15/07/2013,69265.05004
East,Game6,30/11/2013,75842.40221
North,Board1,17/02/2015,98537.77099
North,Game2,24/09/2010,18167.41606
South,Dyno1,08/05/2012,48383.8401
North,Game9,11/09/2014,90800.7329
North,Game2,03/04/2016,119196.3494
East,Board4,24/11/2011,38908.22144
North,Board2,04/02/2011,24696.121
North,Game7,24/12/2012,59321.79971
South,Game9,28/06/2013,69113.99404
South,Game4,20/10/2011,38449.68572
South,Board4,13/03/2014,81652.643
South,Game5,08/01/2012,42060.99122
South,Game9,21/03/2011,27294.1169
North,Dyno4,14/02/2010,7342.724583
East,Board4,09/01/2016,114537.893
North,Board5,10/10/2012,55572.02436
West,Game10,13/07/2010,14839.24598
North,Board2,01/06/2013,67453.14304
North,Board1,06/03/2013,63194.37635
East,Game6,20/02/2015,98677.4638
North,Game2,28/07/2010,15131.50545
South,Game8,28/06/2011,32498.92851
South,Game3,16/03/2016,118482.7376
North,Board3,19/08/2013,71690.40062
North,Game3,12/07/2011,32815.24658
East,Board3,10/09/2014,90468.86197
East,Game9,10/04/2015,100485.0854
North,Dyno3,18/11/2011,39333.87854
North,Board1,23/08/2015,107960.414
West,Dyno3,28/07/2014,88163.40887
East,Board1,19/03/2014,81177.48038
North,Game1,30/07/2011,34090.94011
North,Dyno2,13/04/2016,119259.1573
South,Dyno2,15/10/2015,111063.7802
South,Board2,12/03/2012,45439.75299
South,Game7,22/12/2015,114638.8462
East,Game6,23/03/2010,8217.13033
North,Board5,29/08/2012,53173.79875
North,Game9,07/01/2016,115114.5621
North,Game7,19/12/2011,40760.52
West,Board1,29/01/2016,116345.46
South,Game8,09/07/2012,50848.26892
South,Game2,06/02/2011,24890.42916
East,Game9,22/12/2010,22058.40253
North,Game3,26/09/2014,91310.92104
North,Board1,15/06/2011,31639.59293
North,Game5,16/01/2011,24081.35268
West,Game4,18/03/2010,8972.861899
South,Game9,17/01/2016,115550.1234
North,Dyno4,10/01/2012,42006.26993
South,Board2,22/03/2016,118727.3059
South,Dyno2,09/09/2010,17988.99054
South,Dyno5,14/08/2012,53331.5075
East,Game7,14/02/2011,25235.42554
West,Board4,25/06/2014,86840.14497
North,Game3,12/04/2014,83014.8065
North,Dyno5,19/01/2010,5933.777843
North,Board2,29/03/2015,100800.2479
South,Game4,05/11/2011,39126.46473
North,Game2,26/08/2014,90006.65295
North,Dyno1,03/06/2013,67458.97672
North,Game10,22/03/2011,27842.01493
West,Game2,14/09/2011,36053.61343
North,Board1,21/05/2015,103565.1814
North,Game1,14/09/2012,54555.13499
North,Board3,11/10/2011,37566.40964
North,Game2,01/06/2015,103932.9011
North,Board5,23/01/2012,42866.78101
North,Game4,20/01/2011,24552.89617
East,Game5,16/02/2015,97880.07388
South,Game6,30/07/2014,88868.1127
North,Dyno1,15/03/2010,8873.585207
West,Dyno5,04/01/2013,59683.06818
East,Board3,20/07/2015,105386.1934
East,Board3,10/07/2012,50932.78658
North,Game3,04/11/2015,111533.4015
North,Board2,19/10/2013,74186.62283
North,Board2,10/10/2015,110487.4323
North,Game3,29/06/2012,50743.42952
North,Board5,10/08/2013,71322.43315
South,Game8,28/07/2012,52332.76275
North,Dyno3,01/02/2015,98065.31077
North,Game8,30/03/2016,118682.0346
South,Game6,19/06/2012,50554.80324
North,Dyno2,30/06/2014,86897.8077
North,Game10,27/03/2013,64097.96188
South,Game4,22/04/2010,10686.44662
East,Dyno3,09/11/2011,38371.16701
South,Game6,08/06/2013,67892.25433
North,Game4,03/02/2015,97865.14766
North,Game6,06/01/2014,78515.25557
East,Dyno1,29/06/2013,68524.38691
South,Game10,24/03/2012,45677.15551
North,Board2,02/06/2011,30579.21538
North,Board1,26/08/2010,16991.76185
West,Game8,20/05/2015,103210.9712
South,Dyno3,25/08/2015,108135.7988
West,Board4,11/05/2011,29988.54325
South,Dyno2,19/08/2011,34977.82898
South,Game6,02/12/2012,58433.70296
North,Game8,10/09/2012,54216.94335
South,Game1,23/08/2015,108388.3918
North,Board5,26/08/2015,108399.4475
South,Game9,21/03/2011,27685.81793
South,Game6,08/01/2012,42043.81799
East,Game4,28/05/2011,30344.6575
East,Game10,06/08/2014,88395.33782
South,Game4,17/04/2011,28715.5139
North,Dyno2,09/07/2013,69831.59083
North,Game1,31/08/2015,108030.3874
North,Board4,29/09/2013,73302.18299
West,Game4,24/10/2015,111219.6118
East,Dyno3,17/03/2010,8263.544242
North,Game7,18/09/2015,109692.7954
West,Dyno5,18/05/2013,66500.5583
West,Game3,25/01/2015,97725.5155
North,Board1,15/05/2013,66382.5945
East,Game10,26/04/2011,28896.26735
East,Game7,19/11/2015,112124.453
North,Dyno2,14/11/2013,76052.15802
North,Board2,27/12/2011,41285.78174
North,Board3,02/10/2010,18883.34297
North,Board3,19/09/2011,36413.79537
North,Board2,09/01/2013,60338.89205
South,Dyno2,07/10/2015,110430.1206
South,Game7,14/07/2013,69750.33827
North,Game2,17/05/2011,30095.71178
North,Game1,08/05/2015,102745.8931
North,Dyno2,30/05/2012,49372.58306
South,Board3,12/07/2014,88319.67153
West,Dyno3,14/09/2012,54357.793
North,Board3,02/01/2015,96514.64638
West,Board5,08/05/2011,29724.78102
West,Board5,07/12/2011,40157.93439
North,Board2,25/02/2013,62662.6772
North,Game9,07/07/2011,32934.42013
West,Dyno5,21/12/2010,22560.36315
South,Board4,01/03/2011,26504.48362
South,Game4,24/03/2013,64130.74941
North,Game2,02/03/2011,26462.23129
North,Dyno4,09/05/2015,102728.4528
South,Dyno2,25/04/2010,11087.80505
East,Game10,27/04/2010,10181.597
North,Game4,16/05/2011,30144.86824
South,Game3,24/08/2015,108452.4025
South,Game6,17/06/2010,13533.52324
North,Dyno4,19/03/2010,8651.217891
North,Board1,09/02/2011,25186.20981
South,Dyno2,24/08/2013,71944.02587
South,Game9,28/10/2012,57200.46805
North,Dyno1,11/06/2014,86131.89982
East,Game2,20/02/2011,25200.73597
North,Dyno4,20/01/2010,6027.340735
North,Game1,16/03/2013,63513.37712
North,Game5,22/08/2012,53117.61069
North,Board4,24/10/2012,56706.4921
North,Game2,11/02/2010,7062.439913
East,Board1,08/10/2011,36390.92861
West,Dyno3,09/07/2012,51107.33385
North,Game1,16/09/2012,54549.47282
West,Board4,16/03/2015,100129.5266
North,Dyno1,01/04/2013,64390.75211
North,Game3,21/07/2011,33337.04195
North,Board2,13/10/2015,110765.1796
South,Board4,28/03/2012,46168.4121
West,Dyno1,13/07/2011,32874.34702
South,Dyno5,27/11/2011,39865.14235
South,Dyno3,12/06/2012,49669.91873
North,Board1,25/07/2011,33276.59143
North,Dyno4,25/09/2011,36635.76155
East,Board5,21/08/2015,107745.6917
South,Game9,23/06/2010,14397.05772
North,Game6,16/07/2011,32759.77999
East,Game8,07/10/2015,109880.9941
North,Dyno4,19/11/2015,112398.786
South,Dyno2,11/12/2011,40746.3077
West,Dyno1,01/03/2011,26160.16883
North,Board2,27/04/2012,47556.25077
North,Game1,13/01/2014,78378.00973
West,Game2,16/08/2014,89175.15682
North,Game9,10/08/2013,70909.94165
West,Board5,01/07/2011,32115.41464
North,Game2,14/06/2013,68142.00922
North,Dyno4,23/09/2013,72998.44452
South,Dyno5,17/02/2013,62784.52729
South,Game6,24/09/2012,54907.23991
North,Game7,17/12/2010,22749.24749
North,Board1,05/05/2011,29349.12809
North,Dyno4,12/07/2012,51431.27925
North,Dyno5,30/08/2015,108288.6476
North,Game6,29/06/2011,32647.58032
West,Dyno4,01/02/2012,42908.68468
North,Board4,27/01/2016,115880.3596
North,Game5,18/01/2013,61069.25199
South,Board3,30/05/2014,85577.31585
North,Board2,24/10/2013,75013.72146
North,Dyno5,21/07/2013,69903.65107
North,Game1,19/09/2010,18299.75219
North,Game8,03/12/2010,21632.24861
North,Game4,10/08/2013,70811.548
South,Game8,27/03/2013,64235.41304
North,Game4,10/10/2013,73986.01056
North,Game1,21/04/2016,120647.7458
South,Game4,25/10/2012,56619.24221
West,Game5,15/08/2015,107140.5494
North,Board2,03/02/2011,24697.17758
North,Board3,29/04/2012,47379.60079
South,Dyno5,29/10/2013,74884.99448
West,Game5,28/05/2015,103434.5876
North,Game7,09/11/2010,20791.71928
West,Game5,11/06/2014,86290.72701
North,Board4,27/12/2015,114525.7093
North,Game6,20/11/2011,39253.63461
South,Game2,31/12/2011,41896.67913
North,Game5,16/09/2015,109328.6558
North,Board3,29/03/2016,119021.0566
North,Game5,09/03/2016,118029.1943
North,Game4,16/02/2014,80276.32893
West,Board3,15/10/2012,55621.4499
North,Game2,04/11/2010,20202.5616
West,Game9,08/04/2015,101221.1178
North,Game4,09/03/2010,8349.974381
North,Dyno4,26/03/2016,118938.5459
South,Game8,19/09/2012,54876.70662
North,Board2,16/05/2016,121315.2851
North,Game2,25/07/2011,33648.70338
South,Game4,16/06/2010,13295.55779
South,Board4,07/11/2012,57115.81289
North,Dyno1,16/10/2010,19622.76095
North,Board2,08/10/2014,92414.52131
South,Game4,06/02/2012,43578.82667
South,Dyno4,10/12/2014,95472.20784
South,Game1,06/11/2012,57290.81893
North,Game9,20/04/2012,46956.2521
West,Board4,05/12/2011,39873.27018
North,Game2,02/11/2013,74972.20723
North,Dyno5,04/08/2015,107364.7594
West,Dyno1,12/07/2010,14708.35257
South,Game2,17/10/2010,19925.71628
West,Board2,24/01/2014,79103.35898
West,Game9,06/12/2011,40058.12756
North,Board2,06/08/2015,107356.859
North,Dyno5,25/05/2011,30595.32449
North,Game4,04/03/2013,63028.95963
West,Board1,25/01/2011,24462.39962
South,Game3,31/01/2014,79746.25991
North,Dyno4,12/05/2010,11608.46762
South,Game6,19/11/2011,39767.56609
North,Board5,26/03/2014,82236.66655
North,Game3,03/02/2013,61578.59482
North,Game2,07/04/2015,101484.9792
North,Dyno5,16/10/2010,19716.18722
North,Game4,01/09/2012,53764.74525
North,Board5,06/06/2012,49347.91997
North,Dyno4,26/01/2015,97671.94953
South,Game4,14/06/2012,49986.18907
North,Game6,13/08/2013,71113.45304
East,Board4,18/12/2011,40382.28504
East,Game9,13/03/2014,81048.49229
North,Game9,23/12/2013,77792.9604
West,Game1,11/05/2012,48015.04613
North,Board1,14/05/2015,103057.3549
North,Board3,10/05/2015,102688.4848
South,Game5,12/04/2014,83584.17716
West,Board2,04/11/2011,38595.10693
South,Game3,30/10/2015,111574.833
North,Board1,24/02/2013,62672.10536
North,Dyno4,03/06/2011,30900.66683
North,Game1,25/07/2013,70198.73036
South,Game4,16/12/2011,41337.24335
North,Board3,03/10/2014,91638.32763
South,Board4,20/07/2012,51592.5973
North,Dyno1,06/03/2015,99403.00484
East,Game3,14/08/2011,34092.48651
South,Board5,31/12/2011,41650.22852
West,Board1,02/10/2014,91716.73941
North,Game8,17/12/2011,40958.48998
North,Game10,26/04/2016,120537.8265
South,Board4,18/06/2014,86737.77431
South,Dyno1,26/11/2011,40076.38027
South,Dyno1,26/04/2011,29270.96971
South,Dyno5,29/08/2012,53963.84862
West,Dyno5,27/11/2011,39537.73584
South,Dyno4,13/01/2010,5746.167558
North,Board4,17/06/2010,13329.7837
North,Board3,14/03/2016,118376.2171
North,Board4,17/05/2012,48523.63561
South,Board3,08/03/2010,8337.743703
North,Dyno3,12/07/2012,51054.1478
South,Board1,09/05/2012,48248.45037
North,Game10,09/03/2012,45131.36969
East,Game7,10/01/2015,96171.24045
South,Board5,06/03/2011,27043.22768
South,Game10,20/02/2015,99163.37504
North,Board4,31/05/2011,30651.91507
West,Dyno2,03/08/2015,106700.4206
South,Game9,09/02/2014,80213.00357
South,Dyno5,18/11/2013,76111.55066
South,Board1,22/10/2014,92963.9853
South,Board3,27/05/2012,49111.65195
West,Game4,29/03/2013,64385.31916
North,Board1,09/02/2012,43905.26084
North,Board5,30/12/2011,41427.49621
West,Game3,30/07/2010,15678.91969
North,Game8,21/12/2013,77298.92473
North,Game3,17/07/2011,33138.99376
North,Game9,23/03/2013,63770.60036
West,Board1,11/09/2011,35699.30053
North,Board4,31/01/2010,6804.626435
North,Game9,22/11/2011,39449.49962
East,Game4,26/07/2011,33062.01731
North,Game3,10/08/2015,107425.6232
West,Game3,12/08/2013,70786.76259
West,Dyno2,17/02/2014,80329.84456
South,Game1,22/06/2013,68544.03341
East,Dyno1,02/06/2011,30416.27337
North,Game7,13/03/2013,63208.06957
North,Game10,07/11/2011,38789.6401
West,Dyno1,08/10/2010,18985.00051
East,Game10,21/10/2015,110197.1239
East,Dyno1,13/06/2010,12671.83025
North,Game5,16/07/2010,15107.88051
North,Game5,30/06/2012,50890.20131
South,Game1,12/10/2012,55991.18684
North,Dyno3,03/12/2012,58248.93555
East,Game3,17/02/2015,98094.60725
North,Dyno3,04/05/2010,11302.66709
North,Dyno4,12/05/2013,66497.44552
North,Game8,10/09/2010,17488.76494
North,Board5,20/07/2015,106538.8087
East,Game7,17/09/2013,72207.77187
West,Board5,15/04/2015,101596.8153
North,Board4,25/11/2010,21655.52214
South,Dyno5,22/01/2013,61466.91264
East,Board3,23/05/2014,84766.17099
North,Game1,18/04/2016,119896.0463
North,Game1,04/11/2013,75474.35264
West,Game10,18/07/2012,51345.61706
North,Dyno2,01/08/2012,52318.29485
West,Game10,19/09/2010,17802.00317
South,Game10,22/12/2012,60008.49632
South,Game4,27/01/2014,79663.41373
North,Board5,30/07/2014,88674.91569
North,Dyno2,10/11/2015,111954.5836
West,Game9,27/05/2013,67311.29907
North,Board5,07/11/2014,93828.08345
West,Dyno3,31/07/2014,88194.27124
North,Dyno1,22/04/2016,120428.7572
South,Board2,17/02/2010,7843.171579
North,Game1,29/04/2016,120177.7871
North,Game5,05/12/2013,76581.30224
South,Board5,17/04/2015,101963.6632
West,Board2,18/07/2012,51746.76515
South,Dyno3,29/04/2013,66330.30105
South,Board5,29/11/2010,21979.26458
South,Board4,26/07/2011,33933.60349
North,Board4,17/01/2016,115608.1325
North,Game6,14/09/2011,36198.09116
South,Dyno3,21/08/2014,89915.54033
North,Game6,19/09/2011,36195.5142
East,Board5,17/08/2015,106959.4665
North,Dyno4,02/09/2010,17288.3194
South,Board5,11/03/2012,45212.22188
West,Board3,16/09/2015,109249.7938
North,Board2,10/12/2013,77202.06357
North,Dyno5,07/06/2014,85999.54386
North,Dyno5,29/11/2012,58589.04907
North,Dyno2,02/10/2010,18430.8546
North,Dyno2,06/02/2014,79919.64912
North,Dyno2,07/12/2014,95415.41977
East,Dyno3,22/12/2010,22197.87902
North,Dyno4,09/07/2014,87902.52948
North,Board2,11/09/2014,90843.21885
West,Board2,25/04/2016,119971.8129
West,Dyno3,12/10/2013,73926.42815
South,Board1,10/08/2013,70940.81634
East,Game2,01/11/2011,38129.95514
South,Board3,04/05/2010,11220.01096
West,Game7,13/07/2013,69843.91234
East,Game9,02/10/2010,18035.16916
North,Dyno4,12/01/2012,42358.49933
East,Game8,26/03/2010,8433.029759
South,Game5,24/05/2010,12413.78327
North,Board5,17/09/2010,18233.83861
South,Game8,07/12/2013,77089.04193
South,Board3,06/06/2013,67567.06128
North,Board2,24/11/2013,76177.96256
South,Game5,13/09/2010,18348.07815
West,Game8,29/04/2010,10935.92629
North,Game8,25/10/2010,19783.8255
West,Board5,06/02/2011,24791.47053
South,Dyno1,22/09/2011,36901.10147
North,Dyno5,06/06/2012,49261.8464
North,Board5,21/04/2011,28807.61925
West,Game7,31/05/2013,67603.0369
North,Game10,31/01/2014,79211.93395
North,Dyno2,14/01/2010,5585.775787
South,Dyno5,13/01/2013,60654.4875
North,Game8,09/06/2011,30887.93316
North,Game10,13/05/2013,66310.7795
South,Dyno4,18/03/2012,45610.45171
North,Game10,28/03/2012,45951.16549
West,Board3,17/01/2013,60572.98621
South,Game8,28/05/2015,104053.1419
North,Game10,23/10/2010,19872.63722
South,Dyno4,12/05/2013,66167.94853
East,Dyno3,07/03/2010,7586.547642
East,Game2,04/12/2012,57528.21459
North,Game4,21/08/2015,107941.0405
South,Board4,13/02/2016,117140.1762
East,Game8,16/10/2010,18789.86412
North,Game5,24/03/2012,45685.94612
South,Game8,25/06/2010,14200.48676
West,Dyno2,18/01/2014,78836.1481
North,Game8,21/10/2010,19847.2413
North,Board2,05/03/2011,26780.15606
North,Dyno2,25/05/2015,103842.0295
North,Dyno3,17/12/2014,95540.26014
North,Game7,19/01/2010,5869.244295
North,Game4,20/07/2013,70247.0746
South,Dyno2,29/12/2013,78015.09992
South,Board3,24/10/2011,38175.75716
North,Game8,23/07/2011,33590.03827
North,Dyno1,18/01/2014,78929.22665
South,Game9,18/09/2010,18395.85614
West,Board1,09/06/2012,49400.13014
North,Game9,29/05/2016,122026.5898
North,Game9,09/05/2014,84224.73733
North,Game5,28/09/2011,37140.032
North,Game5,23/08/2011,34699.21379
North,Game7,17/12/2011,40554.05175
North,Game8,18/04/2013,65123.25049
North,Dyno1,19/07/2013,70018.82926
North,Game5,12/07/2013,69483.65581
North,Board5,21/04/2011,28739.09426
South,Game4,20/04/2012,47114.2939
North,Dyno3,06/06/2014,85691.59038
South,Game7,06/08/2013,70800.4837
West,Game1,11/10/2014,92308.42355
South,Dyno2,12/03/2012,45306.90959
North,Game9,29/08/2015,108656.4528
North,Game4,08/08/2011,34082.22988
South,Game10,11/12/2015,113807.1437
West,Game8,20/04/2014,83628.74866
North,Game5,26/02/2010,7855.164264
North,Board4,12/04/2014,83225.02334
North,Game3,22/12/2010,22804.69588
North,Game5,17/08/2014,89724.05927
South,Board1,04/02/2015,98338.38872
North,Game9,03/10/2012,55519.39668
North,Board2,20/02/2012,44197.90935
South,Board2,19/04/2014,83421.1912
North,Dyno1,02/01/2011,23457.56541
North,Game10,12/03/2011,26835.04706
West,Game2,31/03/2013,64443.65155
North,Game9,12/01/2011,24346.91816
South,Game8,29/07/2015,107258.8287
North,Game9,26/04/2012,47213.756
South,Dyno3,24/03/2015,100847.742
North,Game7,14/07/2012,51449.79579
South,Board2,13/10/2012,56372.15239
South,Game3,20/01/2012,42596.24333
East,Board1,01/03/2013,61953.09006
South,Board4,24/09/2012,55312.89053
South,Game10,08/06/2011,31338.56257
South,Game3,03/10/2011,37259.03798
North,Dyno3,10/05/2012,48215.53336
North,Game6,24/02/2011,25855.59958
North,Game6,17/03/2012,45236.76996
West,Board3,01/08/2014,88968.0904
North,Game1,26/01/2010,6563.100961
South,Game8,05/12/2013,77210.64215
West,Board3,04/10/2013,73517.26586
North,Dyno4,19/02/2010,7535.254809
South,Board2,17/06/2014,86584.64661
South,Game2,17/05/2010,11548.81675
East,Dyno3,19/07/2015,105928.7215
South,Dyno4,21/02/2011,26306.47086
South,Game10,20/11/2012,58182.64408
North,Board1,12/03/2012,45080.33417
North,Game10,31/07/2013,70372.68132
West,Game5,06/07/2010,14321.99047
South,Game7,07/04/2016,119963.7784
South,Dyno5,13/09/2010,17797.55927
North,Dyno4,28/06/2013,68482.52192
West,Dyno5,28/06/2011,32240.31204
North,Board5,21/03/2010,9323.527486
North,Board3,21/05/2014,85292.6665
